temporada;data;time_casa;time_fora;gols_casa_ft;gols_fora_ft;resultado_ft;odd_pinnacle_casa;odd_pinnacle_empate;odd_pinnacle_fora;odd_media_casa;odd_media_empate;odd_media_fora
2019;2019-08-24;Atletico-MG;Bahia;0;1;A;2,07;3,21;4,16;2,06;3,16;3,81
2019;2019-08-24;Gremio;Athletico-PR;2;1;H;2,2;3,27;3,64;2,22;3,13;3,4
2019;2019-08-25;Goias;Internacional;2;1;H;2,6;3,13;3,02;2,52;3,07;2,94
2019;2019-08-25;Santos;Fortaleza;3;3;D;1,33;5,12;10,82;1,32;4,98;9,68
2019;2019-08-25;Vasco;Sao Paulo;2;0;H;2,98;2,97;2,76;2,91;2,94;2,63
2019;2019-08-25;Avai;Corinthians;1;1;D;2,85;2,88;2,97;2,75;2,8;2,9
2019;2019-08-25;Ceara;Flamengo RJ;0;3;A;3,24;3,29;2,37;3,14;3,19;2,31
2019;2019-08-25;CSA;Cruzeiro;1;1;D;4,33;3,28;2,01;4,39;3,25;1,9
2019;2019-08-27;Botafogo RJ;Chapecoense-SC;0;0;D;1,8;3,48;5,15;1,75;3,43;4,95
2019;2019-08-31;Sao Paulo;Gremio;0;0;D;2,05;3,24;4,22;1,98;3,19;4,03
2019;2019-08-31;Bahia;CSA;1;0;H;1,33;4,83;12,23;1,32;4,53;11,32
2019;2019-08-31;Athletico-PR;Ceara;1;0;H;1,44;4,47;8,24;1,44;4,2;7,61
2019;2019-08-31;Chapecoense-SC;Santos;0;1;A;4,16;3,63;1,93;4,01;3,42;1,92
2019;2019-09-01;Internacional;Botafogo RJ;3;2;H;1,55;4,03;6,89;1,56;3,7;6,5
2019;2019-09-01;Flamengo RJ;Palmeiras;3;0;H;2,23;3,17;3,68;2,17;3,12;3,51
2019;2019-09-01;Fortaleza;Goias;2;0;H;1,87;3,41;4,82;1,83;3,38;4,48
2019;2019-09-01;Corinthians;Atletico-MG;1;0;H;2,22;2,9;4,17;2,14;2,96;3,85
2019;2019-09-01;Cruzeiro;Vasco;1;0;H;1,78;3,53;5,24;1,75;3,48;4,87
2019;2019-09-03;Fluminense;Avai;0;1;A;1,54;3,94;7,24;1,53;3,87;6,5
2019;2019-09-07;Corinthians;Ceara;2;2;D;1,69;3,45;6,34;1,69;3,34;5,78
2019;2019-09-07;Vasco;Bahia;0;2;A;2,24;3,08;3,79;2,19;3,05;3,54
2019;2019-09-07;Avai;Flamengo RJ;0;3;A;8,98;4,43;1,42;7,75;4,27;1,43
2019;2019-09-07;Fortaleza;Fluminense;0;1;A;2,28;3,24;3,47;2,2;3,2;3,35
2019;2019-09-07;Internacional;Sao Paulo;1;0;H;2,55;3,02;3,22;2,47;2,96;3,1
2019;2019-09-08;Goias;Palmeiras;1;2;A;5,91;3,56;1,7;5,53;3,51;1,67
2019;2019-09-08;Cruzeiro;Gremio;1;4;A;2,66;3;3,08;2,48;3;3,03
2019;2019-09-08;Botafogo RJ;Atletico-MG;2;1;H;3,38;3,44;2,23;3,33;3,21;2,2
2019;2019-09-08;Santos;Athletico-PR;1;1;D;1,5;4,39;6,95;1,45;4,38;6,78
2019;2019-09-08;CSA;Chapecoense-SC;2;0;H;2,59;2,98;3,2;2,58;2,9;3,01
2019;2019-09-11;Palmeiras;Fluminense;3;0;H;1,32;5,11;11,4;1,34;4,83;8,88
2019;2019-09-14;Flamengo RJ;Santos;1;0;H;1,58;4,04;6,25;1,57;3,87;5,86
2019;2019-09-14;Chapecoense-SC;Vasco;1;2;A;2,83;2,97;2,9;2,73;2,88;2,83
2019;2019-09-14;Palmeiras;Cruzeiro;1;0;H;1,31;5,48;10,55;1,32;4,87;9,78
2019;2019-09-15;Ceara;Botafogo RJ;0;0;D;1,69;3,7;5,7;1,68;3,54;5,33
2019;2019-09-15;Athletico-PR;Avai;0;1;A;1,79;3,46;5,26;1,71;3,59;5
2019;2019-09-15;Atletico-MG;Internacional;1;3;A;1,69;3,71;5,61;1,65;3,66;5,4
2019;2019-09-15;Bahia;Fortaleza;1;1;D;1,61;3,79;6,47;1,59;3,7;6
2019;2019-09-15;Fluminense;Corinthians;1;0;H;3,23;3,06;2,51;3,12;2,96;2,45
2019;2019-09-15;Gremio;Goias;3;0;H;1,27;6,05;11,57;1,26;5,51;11,49
2019;2019-09-15;Sao Paulo;CSA;1;1;D;1,28;5,29;13,82;1,26;5,05;12,82
2019;2019-09-21;Botafogo RJ;Sao Paulo;1;2;A;3,73;3,26;2,17;3,7;3,13;2,1
2019;2019-09-21;Cruzeiro;Flamengo RJ;1;2;A;3,94;3,49;2,03;3,75;3,36;1,99
2019;2019-09-21;Corinthians;Bahia;2;1;H;1,93;3,19;4,96;1,95;3,02;4,53
2019;2019-09-22;Santos;Gremio;0;3;A;2,04;3,47;3,91;2;3,33;3,79
2019;2019-09-22;Internacional;Chapecoense-SC;1;0;H;1,42;4,39;9,16;1,41;4,18;8,5
2019;2019-09-22;CSA;Ceara;1;0;H;3,16;3,12;2,51;3,06;2,97;2,48
2019;2019-09-22;Fortaleza;Palmeiras;0;1;A;4,68;3,5;1,87;4,54;3,35;1,83
2019;2019-09-22;Vasco;Athletico-PR;1;1;D;2,13;3,32;3,79;2,09;3,24;3,58
2019;2019-09-22;Goias;Fluminense;3;0;H;2,88;3,39;2,55;2,82;3,26;2,47
2019;2019-09-24;Avai;Atletico-MG;1;0;H;2,6;3,1;3,05;2,56;3,06;2,87
2019;2019-09-25;Ceara;Cruzeiro;0;0;D;2,21;3,11;3,82;2,17;3,04;3,64
2019;2019-09-26;Bahia;Botafogo RJ;2;0;H;1,62;3,92;5,99;1,6;3,69;5,86
2019;2019-09-26;Flamengo RJ;Internacional;3;1;H;1,6;3,93;6,3;1,57;3,83;5,95
2019;2019-09-26;Sao Paulo;Goias;0;1;A;1,34;4,92;10,64;1,34;4,65;9,71
2019;2019-09-26;Palmeiras;CSA;6;2;H;1,19;7,14;16,76;1,18;6,5;15,63
2019;2019-09-27;Fluminense;Santos;1;1;D;2,59;3,31;2,88;2,61;3,19;2,71
2019;2019-09-27;Gremio;Avai;6;1;H;1,34;4,71;12,25;1,32;4,64;10,63
2019;2019-09-27;Athletico-PR;Fortaleza;4;1;H;1,44;4,65;7,65;1,44;4,39;6,9
2019;2019-09-28;Flamengo RJ;Sao Paulo;0;0;D;1,68;3,61;6,09;1,61;3,66;5,79
2019;2019-09-29;Corinthians;Vasco;1;0;H;1,77;3,47;5,46;1,79;3,3;4,92
2019;2019-09-29;Fluminense;Gremio;2;1;H;2,3;3,31;3,36;2,22;3,24;3,23
2019;2019-09-29;Internacional;Palmeiras;1;1;D;3,25;3,03;2,52;3,17;2,94;2,44
2019;2019-09-29;Santos;CSA;2;0;H;1,2;6,85;15,57;1,19;6,42;14,74
2019;2019-09-29;Athletico-PR;Chapecoense-SC;1;1;D;1,27;5,95;11,32;1,27;5,36;10,82
2019;2019-09-29;Atletico-MG;Ceara;2;1;H;1,58;3,94;6,47;1,58;3,82;5,81
2019;2019-10-01;Avai;Bahia;0;2;A;3,19;2,98;2,59;3,08;2,88;2,53
2019;2019-10-01;Fortaleza;Botafogo RJ;1;0;H;1,81;3,67;4,74;1,8;3,51;4,47
2019;2019-10-01;Goias;Cruzeiro;1;0;H;3,09;3,02;2,64;2,92;2,97;2,58
2019;2019-10-02;Atletico-MG;Vasco;1;2;A;1,81;3,5;5,09;1,77;3,47;4,72
2019;2019-10-02;Chapecoense-SC;Corinthians;0;1;A;4,22;3,1;2,1;3,99;2,99;2,07
2019;2019-10-05;Sao Paulo;Fortaleza;2;1;H;1,47;4,3;7,9;1,46;4,17;7,14
2019;2019-10-05;Vasco;Santos;0;1;A;2,58;3,22;2,97;2,51;3,11;2,9
2019;2019-10-05;Bahia;Athletico-PR;1;2;A;2,19;3,31;3,61;2,14;3,19;3,54
2019;2019-10-05;Gremio;Corinthians;0;0;D;1,76;3,39;5,76;1,73;3,35;5,23
2019;2019-10-06;Cruzeiro;Internacional;1;1;D;2,66;2,98;3,09;2,52;2,93;3,06
2019;2019-10-06;Chapecoense-SC;Flamengo RJ;0;1;A;6,19;3,92;1,61;5,94;3,78;1,58
2019;2019-10-06;Botafogo RJ;Fluminense;0;1;A;3,03;3,14;2,59;2,97;3,04;2,5
2019;2019-10-06;Ceara;Goias;0;1;A;1,61;3,86;6,25;1,62;3,67;5,8
2019;2019-10-06;Palmeiras;Atletico-MG;1;1;D;1,41;4,44;9,58;1,4;4,35;8,2
2019;2019-10-06;CSA;Avai;3;1;H;2,54;2,9;3,38;2,44;2,85;3,28
2019;2019-10-09;Botafogo RJ;Goias;3;1;H;2,14;3,33;3,74;2,08;3,22;3,64
2019;2019-10-09;CSA;Internacional;1;0;H;5,3;3,34;1,83;4,92;3,28;1,79
2019;2019-10-10;Fortaleza;Chapecoense-SC;2;0;H;1,63;3,97;5,77;1,59;3,81;5,58
2019;2019-10-10;Bahia;Sao Paulo;0;0;D;2,56;2,93;3,29;2,47;2,88;3,17
2019;2019-10-10;Gremio;Ceara;2;1;H;1,68;3,54;6,17;1,66;3,51;5,55
2019;2019-10-10;Cruzeiro;Fluminense;0;0;D;1,84;3,48;4,86;1,82;3,37;4,58
2019;2019-10-10;Santos;Palmeiras;2;0;H;2,84;3,02;2,85;2,8;2,95;2,71
2019;2019-10-10;Avai;Vasco;0;0;D;3,22;2,88;2,65;3,07;2,81;2,59
2019;2019-10-10;Corinthians;Athletico-PR;2;2;D;1,95;3,29;4,61;1,91;3,18;4,35
2019;2019-10-11;Flamengo RJ;Atletico-MG;3;1;H;1,5;4,1;7,64;1,48;4,12;6,7
2019;2019-10-12;Goias;CSA;1;0;H;1,65;3,84;5,86;1,63;3,69;5,58
2019;2019-10-12;Fluminense;Bahia;2;0;H;2,12;3,19;3,98;2,11;3,1;3,78
2019;2019-10-13;Palmeiras;Botafogo RJ;1;0;H;1,24;6;13,97;1,24;5,61;12,51
2019;2019-10-13;Athletico-PR;Flamengo RJ;0;2;A;3,01;3,28;2,51;2,88;3,27;2,43
2019;2019-10-13;Ceara;Avai;1;0;H;1,54;3,96;7,31;1,55;3,69;6,83
2019;2019-10-13;Internacional;Santos;0;0;D;2,19;3,23;3,71;2,16;3,15;3,54
2019;2019-10-13;Vasco;Fortaleza;1;0;H;1,55;4,16;6,57;1,55;4;6,04
2019;2019-10-13;Sao Paulo;Corinthians;1;0;H;2,25;2,89;4,1;2,21;2,82;3,93
2019;2019-10-13;Atletico-MG;Gremio;1;4;A;2,45;3,4;3,01;2,42;3,26;2,9
2019;2019-10-13;Chapecoense-SC;Cruzeiro;1;1;D;4,21;3,19;2,07;4,14;3,1;2,01
2019;2019-10-16;CSA;Atletico-MG;2;2;D;3,85;3,35;2,1;3,58;3,22;2,1
2019;2019-10-16;Gremio;Bahia;0;1;A;1,51;4,23;7,11;1,49;4,04;6,71
2019;2019-10-17;Fortaleza;Flamengo RJ;1;2;A;6,19;3,98;1,6;5,79;3,83;1,58
2019;2019-10-17;Cruzeiro;Sao Paulo;1;0;H;2,66;2,98;3,09;2,56;2,89;3,02
2019;2019-10-17;Palmeiras;Chapecoense-SC;1;0;H;1,16;7,49;21,35;1,16;6,89;17,2
2019;2019-10-17;Goias;Corinthians;2;2;D;2,93;2,97;2,81;2,8;2,9;2,74
2019;2019-10-17;Vasco;Botafogo RJ;2;1;H;1,74;3,61;5,43;1,7;3,57;5,04
2019;2019-10-17;Avai;Internacional;0;2;A;4,02;3,02;2,2;3,88;2,95;2,12
2019;2019-10-17;Santos;Ceara;2;1;H;1,51;4,07;7,54;1,48;4,04;6,95
2019;2019-10-18;Fluminense;Athletico-PR;1;2;A;2,54;3,24;3,01;2,45;3,17;2,91
2019;2019-10-19;Fortaleza;Gremio;2;1;H;2,79;3;2,91;2,71;2,98;2,76
2019;2019-10-19;Corinthians;Cruzeiro;1;2;A;2,37;3,03;3,54;2,23;2,97;3,54
2019;2019-10-20;Atletico-MG;Santos;2;0;H;2,37;3,42;3,12;2,39;3,28;2,93
2019;2019-10-20;Internacional;Vasco;0;1;A;1,81;3,45;5,2;1,77;3,37;4,91
2019;2019-10-20;Sao Paulo;Avai;1;0;H;1,38;4,66;9,79;1,38;4,39;8,94
2019;2019-10-20;Flamengo RJ;Fluminense;2;0;H;1,47;4,36;7,72;1,45;4,23;7,16
2019;2019-10-20;Athletico-PR;Palmeiras;1;1;D;2,83;3,23;2,69;2,73;3,13;2,63
2019;2019-10-20;Chapecoense-SC;Goias;2;2;D;1,99;3,32;4,35;1,99;3,15;4,07
2019;2019-10-21;Bahia;Ceara;1;2;A;1,69;3,62;5,85;1,67;3,51;5,55
2019;2019-10-22;Botafogo RJ;CSA;2;1;H;1,71;3,55;5,8;1,69;3,43;5,42
2019;2019-10-26;Ceara;Vasco;1;1;D;2,02;3,42;4,08;2,03;3,2;3,86
2019;2019-10-26;Corinthians;Santos;0;0;D;2,79;3,03;2,88;2,64;2,99;2,84
2019;2019-10-26;Bahia;Internacional;2;3;A;2,61;2,95;3,21;2,5;2,95;3,07
2019;2019-10-26;Fluminense;Chapecoense-SC;1;1;D;1,42;4,59;8,51;1,42;4,34;7,66
2019;2019-10-27;Cruzeiro;Fortaleza;1;1;D;1,64;3,66;6,4;1,62;3,47;6,08
2019;2019-10-27;Athletico-PR;Goias;4;1;H;1,3;5,7;10,41;1,29;5,33;9,85
2019;2019-10-27;Gremio;Botafogo RJ;3;0;H;1,3;5,61;10,59;1,3;5,07;10,01
2019;2019-10-27;Sao Paulo;Atletico-MG;2;0;H;1,87;3,45;4,74;1,83;3,34;4,53
2019;2019-10-27;Avai;Palmeiras;1;2;A;6,82;3,65;1,62;6,3;3,52;1,61
2019;2019-10-27;Flamengo RJ;CSA;1;0;H;1,08;12,25;29,58;1,07;10,82;26,58
2019;2019-10-30;Atletico-MG;Chapecoense-SC;0;2;A;1,3;5,97;9,38;1,29;5,32;9,91
2019;2019-10-30;Avai;Fortaleza;1;3;A;2,64;3,03;3,06;2,54;2,98;2,97
2019;2019-10-30;Palmeiras;Sao Paulo;3;0;H;1,8;3,32;5,57;1,8;3,23;5,05
2019;2019-10-31;Ceara;Fluminense;2;0;H;1,98;3,36;4,32;1,97;3,24;4,01
2019;2019-10-31;CSA;Corinthians;2;1;H;4,15;2,98;2,18;3,87;2,92;2,15
2019;2019-10-31;Vasco;Gremio;1;3;A;2,75;2,97;2,99;2,63;2,98;2,86
2019;2019-10-31;Santos;Bahia;1;0;H;1,57;4,05;6,42;1,56;3,85;5,98
2019;2019-10-31;Goias;Flamengo RJ;2;2;D;7,24;4,8;1,44;7,15;4,49;1,42
2019;2019-11-01;Botafogo RJ;Cruzeiro;0;2;A;3,45;3,01;2,42;3,24;2,95;2,39
2019;2019-11-01;Internacional;Athletico-PR;1;1;D;1,84;3,67;4,54;1,81;3,49;4,42
2019;2019-11-02;Fortaleza;Atletico-MG;2;2;D;2,71;3,13;2,89;2,58;3,09;2,83
2019;2019-11-02;Fluminense;Vasco;0;0;D;2,34;3,15;3,45;2,27;3,11;3,27
2019;2019-11-02;Palmeiras;Ceara;1;0;H;1,25;5,7;14,64;1,25;5,41;12,42
2019;2019-11-03;Chapecoense-SC;Sao Paulo;0;3;A;4,76;3,33;1,91;4,54;3,22;1,87
2019;2019-11-03;Flamengo RJ;Corinthians;4;1;H;1,47;4,23;8,14;1,46;4,05;7,43
2019;2019-11-03;Athletico-PR;CSA;1;0;H;1,25;6,03;12,75;1,25;5,68;11,19
2019;2019-11-03;Gremio;Internacional;2;0;H;2,05;3,14;4,4;2;3,1;4,11
2019;2019-11-03;Cruzeiro;Bahia;1;1;D;1,8;3,44;5,27;1,78;3,3;4,97
2019;2019-11-03;Santos;Botafogo RJ;4;1;H;1,31;5,44;10,69;1,31;5,06;9,72
2019;2019-11-03;Goias;Avai;2;0;H;1,61;3,88;6,17;1,6;3,71;5,86
2019;2019-11-06;Corinthians;Fortaleza;3;2;H;1,71;3,52;5,91;1,68;3,49;5,41
2019;2019-11-06;Atletico-MG;Goias;2;0;H;1,44;4,51;7,87;1,44;4,36;7,04
2019;2019-11-07;Avai;Santos;1;2;A;6,7;3,93;1,57;6,27;3,77;1,56
2019;2019-11-07;Athletico-PR;Cruzeiro;0;0;D;1,74;3,68;5,25;1,73;3,56;4,84
2019;2019-11-07;Bahia;Chapecoense-SC;1;1;D;1,52;4,13;7,24;1,47;4,07;7,31
2019;2019-11-07;Vasco;Palmeiras;1;2;A;3,06;3;2,67;2,99;2,95;2,55
2019;2019-11-07;Ceara;Internacional;2;0;H;2,35;3,2;3,36;2,4;3,05;3,11
2019;2019-11-07;Sao Paulo;Fluminense;0;2;A;1,72;3,61;5,57;1,7;3,49;5,28
2019;2019-11-07;Botafogo RJ;Flamengo RJ;0;1;A;7,6;4,78;1,43;7,08;4,53;1,42
2019;2019-11-08;Gremio;CSA;2;1;H;1,15;8,06;20,64;1,15;7,37;17,73
2019;2019-11-09;Goias;Santos;0;3;A;4,06;3,42;2,02;3,76;3,43;1,97
2019;2019-11-09;Palmeiras;Corinthians;1;1;D;1,58;3,69;7,35;1,57;3,58;6,75
2019;2019-11-10;Cruzeiro;Atletico-MG;0;0;D;2,36;3,03;3,54;2,24;3,12;3,36
2019;2019-11-10;Internacional;Fluminense;2;1;H;1,78;3,58;5,14;1,71;3,53;5,13
2019;2019-11-10;Sao Paulo;Athletico-PR;0;1;A;1,71;3,64;5,59;1,71;3,47;5,25
2019;2019-11-10;Flamengo RJ;Bahia;3;1;H;1,29;5,45;12;1,27;5,27;11,21
2019;2019-11-10;Chapecoense-SC;Gremio;0;1;A;6,36;3,99;1,58;5,91;3,69;1,6
2019;2019-11-10;CSA;Vasco;0;3;A;3,05;3,03;2,65;2,97;2,97;2,55
2019;2019-11-10;Fortaleza;Ceara;1;0;H;3,07;3,08;2,6;2,88;2,98;2,62
2019;2019-11-11;Botafogo RJ;Avai;2;0;H;1,72;3,73;5,28;1,65;3,59;5,5
2019;2019-11-14;Flamengo RJ;Vasco;4;4;D;1,38;4,85;8,53;1,37;4,62;8,17
2019;2019-11-16;Santos;Sao Paulo;1;1;D;2,02;3,19;4,34;1,95;3,18;4,2
2019;2019-11-16;Fluminense;Atletico-MG;1;1;D;2,25;3,39;3,33;2,19;3,29;3,27
2019;2019-11-17;Bahia;Palmeiras;1;1;D;4,72;3,32;1,9;4,42;3,19;1,9
2019;2019-11-17;Gremio;Flamengo RJ;0;1;A;1,97;3,6;3,97;1,96;3,39;3,84
2019;2019-11-17;Athletico-PR;Botafogo RJ;1;0;H;1,38;4,69;9,05;1,39;4,5;8,06
2019;2019-11-17;Chapecoense-SC;Ceara;1;0;H;3,18;3,2;2,42;3,15;3,08;2,36
2019;2019-11-17;Corinthians;Internacional;0;0;D;2,51;3,03;3,22;2,43;2,94;3,18
2019;2019-11-17;Fortaleza;CSA;3;0;H;1,64;3,62;6,35;1,61;3,66;5,91
2019;2019-11-18;Vasco;Goias;1;1;D;1,52;4,06;7,14;1,51;3,98;6,62
2019;2019-11-18;Cruzeiro;Avai;0;0;D;1,29;5,08;12,94;1,28;5,05;11,39
2019;2019-11-24;Santos;Cruzeiro;4;1;H;1,87;3,57;4,44;1,84;3,44;4,35
2019;2019-11-24;Atletico-MG;Athletico-PR;0;1;A;2;3,66;3,77;1,93;3,5;3,82
2019;2019-11-24;Goias;Bahia;4;3;H;2,5;3,24;3,03;2,42;3,17;2,95
2019;2019-11-24;Palmeiras;Gremio;1;2;A;2,19;3,14;3,77;2,13;3,15;3,57
2019;2019-11-24;Botafogo RJ;Corinthians;1;0;H;3,13;2,92;2,64;3,02;2,9;2,55
2019;2019-11-24;Avai;Chapecoense-SC;0;1;A;2,42;3,17;3,21;2,41;3,06;3,07
2019;2019-11-24;Ceara;Sao Paulo;1;1;D;2,62;3,06;3,02;2,57;2,98;2,93
2019;2019-11-24;Internacional;Fortaleza;2;2;D;1,39;4,71;8,46;1,4;4,36;8,15
2019;2019-11-25;CSA;Fluminense;0;1;A;3,88;3,36;2,06;3,67;3,27;2,05
2019;2019-11-27;Chapecoense-SC;Botafogo RJ;0;1;A;2,57;3,02;3,13;2,49;2,99;3,02
2019;2019-11-27;Internacional;Goias;1;2;A;1,39;4,79;8,47;1,37;4,67;8,19
2019;2019-11-28;Bahia;Atletico-MG;1;1;D;2,56;3,27;2,91;2,44;3,18;2,93
2019;2019-11-28;Athletico-PR;Gremio;2;0;H;2,61;3,18;2,92;2,51;3,17;2,84
2019;2019-11-28;Corinthians;Avai;3;0;H;1,39;4,29;10,27;1,37;4,27;10,05
2019;2019-11-28;Flamengo RJ;Ceara;4;1;H;1,42;4,75;7,55;1,43;4,47;6,94
2019;2019-11-28;Fluminense;Palmeiras;1;0;H;2,66;3,11;2,93;2,71;3,08;2,7
2019;2019-11-28;Fortaleza;Santos;2;1;H;3,25;3,31;2,32;3,14;3,21;2,29
2019;2019-11-28;Sao Paulo;Vasco;1;0;H;1,65;3,63;6,11;1,65;3,56;5,63
2019;2019-11-29;Cruzeiro;CSA;0;1;A;1,33;4,87;10,8;1,33;4,73;10,06
2019;2019-11-30;Botafogo RJ;Internacional;0;1;A;3,9;3,16;2,14;3,65;3,1;2,13
2019;2019-11-30;Ceara;Athletico-PR;1;1;D;2,06;3,27;4,03;2,07;3,11;3,79
2019;2019-12-01;Avai;Fluminense;1;1;D;6,29;4,01;1,57;6,11;3,86;1,55
2019;2019-12-01;Goias;Fortaleza;1;2;A;2,01;3,58;3,82;1,94;3,51;3,75
2019;2019-12-01;Palmeiras;Flamengo RJ;1;3;A;2,39;3,49;2,98;2,37;3,32;2,91
2019;2019-12-01;Atletico-MG;Corinthians;2;1;H;2,01;3,32;4,14;1,95;3,29;4,02
2019;2019-12-01;CSA;Bahia;1;2;A;3,18;3,22;2,41;3,06;3,15;2,36
2019;2019-12-01;Gremio;Sao Paulo;3;0;H;1,8;3,37;5,26;1,8;3,34;4,75
2019;2019-12-01;Santos;Chapecoense-SC;2;0;H;1,22;6,28;14,46;1,22;5,98;12,31
2019;2019-12-02;Vasco;Cruzeiro;1;0;H;2,47;3,11;3,19;2,49;2,98;3,03
2019;2019-12-04;Athletico-PR;Santos;1;0;H;2,23;3,44;3,31;2,21;3,32;3,22
2019;2019-12-04;Atletico-MG;Botafogo RJ;2;0;H;1,42;4,39;8,73;1,42;4,33;7,83
2019;2019-12-04;Ceara;Corinthians;0;1;A;2,07;3,08;4,28;2,07;3,03;3,99
2019;2019-12-05;Chapecoense-SC;CSA;3;0;H;2,12;3,23;3,87;2,08;3,16;3,75
2019;2019-12-05;Fluminense;Fortaleza;0;0;D;1,85;3,54;4,57;1,83;3,52;4,32
2019;2019-12-05;Sao Paulo;Internacional;2;1;H;2,23;2,95;3,96;2,13;2,95;3,89
2019;2019-12-05;Bahia;Vasco;1;1;D;1,87;3,41;4,7;1,85;3,29;4,54
2019;2019-12-05;Gremio;Cruzeiro;2;0;H;1,7;3,78;5,19;1,62;3,76;5,49
2019;2019-12-05;Palmeiras;Goias;5;1;H;1,41;4,78;7,48;1,39;4,79;7,46
2019;2019-12-05;Flamengo RJ;Avai;6;1;H;1,09;10,48;22,79;1,1;9,53;21,17
2019;2019-12-08;Avai;Athletico-PR;0;0;D;4,12;3,5;1,96;4,01;3,47;1,9
2019;2019-12-08;Botafogo RJ;Ceara;1;1;D;3,2;2,54;3;3,1;2,51;2,9
2019;2019-12-08;Corinthians;Fluminense;1;2;A;2,19;3,24;3,62;2,11;3,19;3,6
2019;2019-12-08;Cruzeiro;Palmeiras;0;2;A;2,58;3,33;2,84;2,55;3,23;2,76
2019;2019-12-08;CSA;Sao Paulo;1;2;A;3,53;3,36;2,18;3,43;3,21;2,17
2019;2019-12-08;Fortaleza;Bahia;2;1;H;2,01;3,72;3,66;2,02;3,51;3,54
2019;2019-12-08;Goias;Gremio;3;2;H;2,06;3,62;3,59;2,01;3,52;3,53
2019;2019-12-08;Internacional;Atletico-MG;2;1;H;1,57;4,3;5,73;1,57;4,09;5,42
2019;2019-12-08;Santos;Flamengo RJ;4;0;H;2,71;3,74;2,47;2,65;3,54;2,47
2019;2019-12-08;Vasco;Chapecoense-SC;1;1;D;1,4;4,58;8,62;1,4;4,46;7,8
2020;2020-08-08;Fortaleza;Athletico-PR;0;2;A;2,04;3,38;3,85;2,02;3,25;3,77
2020;2020-08-08;Coritiba;Internacional;0;1;A;3,85;3,13;2,14;3,77;3,06;2,11
2020;2020-08-09;Sport Recife;Ceara;3;2;H;2,94;3,02;2,67;2,91;2,93;2,61
2020;2020-08-09;Flamengo RJ;Atletico-MG;0;1;A;1,46;4,84;6,35;1,47;4,46;6,27
2020;2020-08-09;Santos;Bragantino;1;1;D;2,17;3,31;3,53;2,15;3,25;3,39
2020;2020-08-09;Gremio;Fluminense;1;0;H;1,6;3,78;6,36;1,58;3,67;6,13
2020;2020-08-12;Athletico-PR;Goias;2;1;H;1,27;5,78;11,24;1,28;5,38;10,03
2020;2020-08-12;Atletico-MG;Corinthians;3;2;H;2,04;3,26;4,03;1,98;3,21;4
2020;2020-08-12;Bragantino;Botafogo RJ;1;1;D;1,62;3,98;5,59;1,62;3,75;5,42
2020;2020-08-13;Atletico GO;Flamengo RJ;3;0;H;7,61;4,4;1,45;7;4,34;1,44
2020;2020-08-13;Bahia;Coritiba;1;0;H;2,12;2,97;4,21;2,08;2,96;4,02
2020;2020-08-13;Ceara;Gremio;1;1;D;2,68;2,97;2,98;2,59;2,92;2,92
2020;2020-08-13;Fluminense;Palmeiras;1;1;D;4,6;3,3;1,91;4,47;3,26;1,86
2020;2020-08-13;Sao Paulo;Fortaleza;1;0;H;1,59;3,76;6,56;1,58;3,65;6,34
2020;2020-08-13;Internacional;Santos;2;0;H;1,9;3,2;4,9;1,85;3,21;4,67
2020;2020-08-14;Vasco;Sport Recife;2;0;H;2,14;3,04;4,01;2,11;3;3,89
2020;2020-08-15;Gremio;Corinthians;0;0;D;1,75;3,3;5,74;1,75;3,21;5,39
2020;2020-08-15;Coritiba;Flamengo RJ;0;1;A;5,3;3,69;1,7;5,22;3,66;1,66
2020;2020-08-16;Palmeiras;Goias;1;1;D;1,18;7,15;16,75;1,19;6,51;14,23
2020;2020-08-16;Atletico-MG;Ceara;2;0;H;1,57;3,95;6,33;1,55;3,85;6,05
2020;2020-08-16;Bahia;Bragantino;2;1;H;2,88;3,18;2,6;2,81;3,1;2,56
2020;2020-08-16;Vasco;Sao Paulo;2;1;H;3,09;3,21;2,43;3,09;3,11;2,38
2020;2020-08-16;Fluminense;Internacional;2;1;H;3,62;3,05;2,26;3,52;3;2,22
2020;2020-08-16;Atletico GO;Sport Recife;1;1;D;2,03;3,18;4,21;2,01;3,1;4,03
2020;2020-08-16;Fortaleza;Botafogo RJ;0;0;D;2,04;3,18;4,15;2,01;3,13;3,97
2020;2020-08-16;Santos;Athletico-PR;3;1;H;2,45;3,19;3,08;2,4;3,13;3,02
2020;2020-08-19;Bragantino;Fluminense;2;1;H;2,11;3,2;3,85;2,06;3,2;3,72
2020;2020-08-19;Flamengo RJ;Gremio;1;1;D;2,08;3,16;4,02;2,03;3,11;3,95
2020;2020-08-19;Athletico-PR;Palmeiras;0;1;A;3,49;3,07;2,31;3,45;2,94;2,29
2020;2020-08-20;Goias;Fortaleza;1;3;A;2,78;2,98;2,86;2,69;2,94;2,81
2020;2020-08-20;Internacional;Atletico GO;3;0;H;1,79;3,38;5,22;1,75;3,36;5,06
2020;2020-08-20;Botafogo RJ;Atletico-MG;2;1;H;4,49;3,52;1,85;4,39;3,43;1,83
2020;2020-08-20;Corinthians;Coritiba;3;1;H;1,87;3,17;5,12;1,83;3,14;5
2020;2020-08-20;Sport Recife;Santos;0;1;A;2,48;3,26;2,98;2,45;3,15;2,93
