temporada;data;time_casa;time_fora;gols_casa_ft;gols_fora_ft;resultado_ft;odd_pinnacle_casa;odd_pinnacle_empate;odd_pinnacle_fora;odd_media_casa;odd_media_empate;odd_media_fora
2015;2015-06-14;Sport Recife;Joinville;2;1;H;1,62;3,94;6,49;1,58;3,66;5,92
2015;2015-06-14;Vasco;Cruzeiro;1;3;A;3,22;3,22;2,48;2,92;3,07;2,46
2015;2015-06-14;Ponte Preta;Goias;0;0;D;1,6;3,91;7;1,58;3,7;5,84
2015;2015-06-14;Avai;Figueirense;1;1;D;2,13;3,33;3,91;2,06;3,17;3,65
2015;2015-06-14;Gremio;Athletico-PR;2;1;H;1,69;3,72;6,09;1,68;3,49;5,22
2015;2015-06-14;Palmeiras;Fluminense;2;1;H;1,85;3,54;4,99;1,78;3,37;4,63
2015;2015-06-19;Figueirense;Internacional;0;0;D;2,88;3,21;2,73;2,82;3,04;2,56
2015;2015-06-20;Flamengo RJ;Atletico-MG;0;2;A;2,56;3,44;2,91;2,52;3,22;2,71
2015;2015-06-20;Santos;Corinthians;1;0;H;2,28;3,3;3,53;2,28;3,13;3,19
2015;2015-06-20;Sport Recife;Vasco;2;1;H;1,79;3,74;5;1,71;3,49;4,96
2015;2015-06-21;Gremio;Palmeiras;1;0;H;2,02;3,45;4,15;2,02;3,22;3,75
2015;2015-06-21;Cruzeiro;Chapecoense-SC;0;1;A;1,62;3,92;6,53;1,57;3,68;6,14
2015;2015-06-21;Athletico-PR;Coritiba;2;2;D;1,96;3,4;4,52;1,9;3,24;4,19
2015;2015-06-21;Joinville;Goias;2;1;H;2,39;3,12;3,49;2,26;3,01;3,3
2015;2015-06-21;Sao Paulo;Avai;1;1;D;1,53;4,53;6,69;1,47;4,1;6,64
2015;2015-06-24;Fluminense;Ponte Preta;2;0;H;2,03;3,42;4,16;2,05;3,22;3,67
2015;2015-06-27;Avai;Gremio;1;2;A;3,5;3,22;2,34;3,15;3,06;2,32
2015;2015-06-27;Chapecoense-SC;Sport Recife;1;1;D;2,04;3,39;4,19;1,94;3,23;3,98
2015;2015-06-28;Corinthians;Figueirense;2;1;H;1,53;4,14;7,8;1,49;3,79;7,25
2015;2015-06-28;Atletico-MG;Joinville;1;0;H;1,23;6,52;16,59;1,22;5,81;12,55
2015;2015-06-28;Coritiba;Cruzeiro;1;0;H;2,78;3,27;2,78;2,74;3,11;2,57
2015;2015-06-28;Goias;Fluminense;1;2;A;2,41;3,2;3,36;2,3;3,06;3,19
2015;2015-06-28;Palmeiras;Sao Paulo;4;0;H;2,17;3,38;3,74;2,16;3,18;3,41
2015;2015-06-28;Ponte Preta;Athletico-PR;2;1;H;1,92;3,58;4,45;1,84;3,43;4,23
2015;2015-06-28;Internacional;Santos;1;0;H;2,14;3,41;3,77;2,04;3,25;3,65
2015;2015-06-28;Vasco;Flamengo RJ;1;0;H;3,95;3,28;2,14;3,66;3,21;2,05
2015;2015-07-01;Sport Recife;Internacional;3;0;H;2,03;3,41;4,18;1,96;3,29;3,87
2015;2015-07-01;Vasco;Avai;1;0;H;1,85;3,59;4,82;1,88;3,38;4,09
2015;2015-07-02;Atletico-MG;Coritiba;2;0;H;1,36;5,15;10,15;1,33;4,82;8,74
2015;2015-07-02;Palmeiras;Chapecoense-SC;2;0;H;1,58;3,98;7;1,55;3,77;6,16
2015;2015-07-02;Athletico-PR;Sao Paulo;2;1;H;2,27;3,37;3,46;2,29;3,14;3,15
2015;2015-07-02;Gremio;Cruzeiro;1;0;H;2,02;3,41;4,22;1,89;3,3;4,14
2015;2015-07-02;Joinville;Flamengo RJ;0;1;A;3,48;3,15;2,38;3,15;3,05;2,34
2015;2015-07-02;Corinthians;Ponte Preta;2;0;H;1,79;3,58;5,3;1,76;3,37;4,82
2015;2015-07-02;Figueirense;Goias;3;1;H;2,21;3,15;3,91;2,14;3,05;3,6
2015;2015-07-03;Fluminense;Santos;2;1;H;2,22;3,45;3,52;2,17;3,26;3,31
2015;2015-07-04;Coritiba;Joinville;0;0;D;1,68;3,59;6,48;1,64;3,49;5,67
2015;2015-07-05;Chapecoense-SC;Vasco;1;0;H;1,79;3,47;5,65;1,8;3,28;4,72
2015;2015-07-05;Cruzeiro;Athletico-PR;2;0;H;1,74;3,67;5,42;1,68;3,52;5,15
2015;2015-07-05;Avai;Sport Recife;2;2;D;2,32;3,34;3,39;2,29;3,17;3,09
2015;2015-07-05;Goias;Corinthians;0;0;D;3,11;3,08;2,64;3,02;2,92;2,5
2015;2015-07-05;Santos;Gremio;1;3;A;2,2;3,44;3,58;2,15;3,21;3,36
2015;2015-07-05;Sao Paulo;Fluminense;0;0;D;1,71;3,81;5,63;1,7;3,56;4,88
2015;2015-07-05;Flamengo RJ;Figueirense;1;2;A;1,59;4,01;6,75;1,55;3,69;6,42
2015;2015-07-05;Internacional;Atletico-MG;1;3;A;2,42;3,53;3,04;2,41;3,29;2,83
2015;2015-07-05;Ponte Preta;Palmeiras;0;2;A;4,06;3,54;2,02;3,88;3,33;1,94
2015;2015-07-08;Chapecoense-SC;Gremio;1;0;H;2,83;3,06;2,86;2,73;2,93;2,74
2015;2015-07-08;Coritiba;Ponte Preta;0;0;D;2,27;3,28;3,56;2,18;3,14;3,37
2015;2015-07-08;Goias;Santos;4;1;H;2,56;3,26;3,06;2,48;3,02;2,93
2015;2015-07-09;Figueirense;Joinville;0;2;A;1,79;3,46;5,66;1,75;3,34;4,86
2015;2015-07-09;Palmeiras;Avai;3;0;H;1,38;4,93;9,63;1,37;4,4;8,54
2015;2015-07-09;Atletico-MG;Sport Recife;2;1;H;1,39;5,01;9,41;1,39;4,43;7,72
2015;2015-07-09;Internacional;Flamengo RJ;1;2;A;2,02;3,48;4,14;1,96;3,29;3,88
2015;2015-07-09;Vasco;Sao Paulo;0;4;A;4,02;3,34;2,1;3,92;3,2;1,98
2015;2015-07-09;Corinthians;Athletico-PR;2;0;H;1,57;3,9;7,51;1,54;3,71;6,62
2015;2015-07-10;Fluminense;Cruzeiro;1;0;H;2,79;3,24;2,79;2,59;3,12;2,73
2015;2015-07-11;Gremio;Vasco;2;0;H;1,41;4,46;10,6;1,39;4,17;8,81
2015;2015-07-11;Santos;Figueirense;3;0;H;1,55;4,13;7,19;1,54;3,83;6,22
2015;2015-07-12;Ponte Preta;Atletico-MG;0;2;A;2,87;3,39;2,62;2,81;3,25;2,44
2015;2015-07-12;Sao Paulo;Coritiba;3;1;H;1,57;3,9;7,53;1,51;3,82;6,69
2015;2015-07-12;Athletico-PR;Fluminense;1;2;A;1,96;3,53;4,31;1,97;3,28;3,82
2015;2015-07-12;Cruzeiro;Goias;1;0;H;1,61;3,97;6,51;1,54;3,74;6,35
2015;2015-07-12;Flamengo RJ;Corinthians;0;3;A;2,5;3,15;3,26;2,42;2,98;3,08
2015;2015-07-12;Joinville;Internacional;0;2;A;2,36;3,17;3,51;2,26;3,07;3,26
2015;2015-07-12;Avai;Chapecoense-SC;2;1;H;2,74;3;3,06;2,54;2,95;2,91
2015;2015-07-12;Sport Recife;Palmeiras;2;2;D;2,52;3,31;3,07;2,42;3,21;2,87
2015;2015-07-18;Flamengo RJ;Gremio;1;0;H;2,37;3,15;3,5;2,28;3,02;3,29
2015;2015-07-18;Internacional;Goias;2;1;H;2,02;3,34;4,33;1,92;3,25;4,07
2015;2015-07-19;Corinthians;Atletico-MG;1;0;H;2,46;3,38;3,11;2,38;3,15;2,97
2015;2015-07-19;Athletico-PR;Chapecoense-SC;1;0;H;2,13;3,23;4,05;2,01;3,18;3,82
2015;2015-07-19;Figueirense;Coritiba;0;0;D;2,23;3,28;3,67;2,07;3,15;3,62
2015;2015-07-19;Fluminense;Vasco;1;2;A;1,68;3,85;5,91;1,68;3,53;5,11
2015;2015-07-19;Palmeiras;Santos;1;0;H;1,76;3,82;5,14;1,72;3,54;4,77
2015;2015-07-19;Sport Recife;Sao Paulo;2;0;H;2,42;3,42;3,13;2,34;3,21;2,99
2015;2015-07-19;Cruzeiro;Avai;1;1;D;1,46;4,71;7,82;1,41;4,27;7,6
2015;2015-07-19;Joinville;Ponte Preta;1;1;D;2,95;3,14;2,69;2,7;3,04;2,66
2015;2015-07-25;Avai;Athletico-PR;1;2;A;2,32;3,38;3,34;2,26;3,19;3,14
2015;2015-07-25;Gremio;Sport Recife;1;1;D;1,6;4,05;6,59;1,56;3,82;6,07
2015;2015-07-26;Atletico-MG;Figueirense;1;0;H;1,3;5,81;12,33;1,27;5,21;10,87
2015;2015-07-26;Chapecoense-SC;Fluminense;2;1;H;2,23;3,25;3,73;2,15;3,15;3,43
2015;2015-07-26;Santos;Joinville;2;0;H;1,61;4,04;6,45;1,55;3,78;6,14
2015;2015-07-26;Coritiba;Corinthians;1;1;D;2,88;3,12;2,79;2,84;3;2,59
2015;2015-07-26;Goias;Flamengo RJ;0;1;A;2,61;3,11;3,11;2,53;3,04;2,88
2015;2015-07-26;Ponte Preta;Internacional;0;0;D;2,3;3,26;3,53;2,13;3,18;3,48
2015;2015-07-26;Sao Paulo;Cruzeiro;1;0;H;2,04;3,47;4,15;2;3,28;3,78
2015;2015-07-26;Vasco;Palmeiras;1;4;A;3,11;3,33;2,48;2,96;3,12;2,4
2015;2015-07-30;Atletico-MG;Sao Paulo;3;1;H;1,64;4,02;5,99;1,65;3,65;5,17
2015;2015-07-30;Corinthians;Vasco;3;0;H;1,39;4,69;10,46;1,38;4,32;8,67
2015;2015-08-01;Fluminense;Gremio;1;0;H;2,2;3,17;3,83;2,15;3,11;3,49
2015;2015-08-02;Coritiba;Goias;1;1;D;2,03;3,27;4,4;1,93;3,19;4,14
2015;2015-08-02;Palmeiras;Athletico-PR;0;1;A;1,52;4,3;7,51;1,49;3,99;6,73
2015;2015-08-02;Figueirense;Ponte Preta;3;1;H;2,29;3,28;3,52;2,19;3,13;3,37
2015;2015-08-02;Flamengo RJ;Santos;2;2;D;2,02;3,44;4,18;1,91;3,34;4,01
2015;2015-08-02;Internacional;Chapecoense-SC;0;0;D;1,67;3,67;6,5;1,64;3,49;5,65
2015;2015-08-02;Joinville;Avai;2;0;H;2,55;3,24;3,09;2,39;3,09;3,02
2015;2015-08-02;Sport Recife;Cruzeiro;0;0;D;2,23;3,37;3,58;2,18;3,2;3,3
2015;2015-08-08;Avai;Fluminense;1;0;H;2,43;3,36;3,17;2,44;3,16;2,87
2015;2015-08-09;Santos;Coritiba;3;0;H;1,54;4,3;6,92;1,51;3,93;6,35
2015;2015-08-09;Athletico-PR;Sport Recife;1;1;D;1,79;3,65;5,2;1,79;3,41;4,52
2015;2015-08-09;Vasco;Joinville;0;0;D;1,89;3,43;4,86;1,84;3,26;4,46
2015;2015-08-09;Cruzeiro;Palmeiras;2;1;H;2,09;3,33;4,06;2,04;3,19;3,7
2015;2015-08-09;Goias;Atletico-MG;0;0;D;3,12;3,27;2,51;2,95;3,15;2,39
2015;2015-08-09;Ponte Preta;Flamengo RJ;1;0;H;2,66;3,29;2,89;2,58;3,1;2,75
2015;2015-08-09;Sao Paulo;Corinthians;1;1;D;2,42;3,1;3,45;2,32;3;3,22
2015;2015-08-09;Chapecoense-SC;Figueirense;2;2;D;1,93;3,22;5,1;1,86;3,2;4,45
2015;2015-08-09;Gremio;Internacional;5;0;H;1,77;3,67;5,33;1,81;3,36;4,47
2015;2015-08-12;Coritiba;Palmeiras;2;1;H;3,12;3,21;2,54;2,91;3,11;2,45
2015;2015-08-12;Flamengo RJ;Athletico-PR;3;2;H;1,85;3,61;4,82;1,83;3,43;4,27
2015;2015-08-13;Goias;Chapecoense-SC;0;0;D;1,83;3,44;5,31;1,8;3,25;4,78
2015;2015-08-13;Santos;Vasco;1;0;H;1,41;4,92;8,85;1,39;4,44;7,78
2015;2015-08-13;Corinthians;Sport Recife;4;3;H;1,57;4,06;6,98;1,53;3,83;6,29
2015;2015-08-13;Figueirense;Sao Paulo;0;2;A;3,01;3,35;2,53;2,93;3,14;2,41
2015;2015-08-13;Internacional;Fluminense;1;0;H;2,12;3,35;3,94;2,02;3,24;3,67
2015;2015-08-13;Ponte Preta;Avai;2;0;H;1,63;3,97;6,24;1,63;3,62;5,43
2015;2015-08-14;Atletico-MG;Gremio;0;2;A;1,77;3,55;5,61;1,73;3,44;4,91
2015;2015-08-14;Joinville;Cruzeiro;3;0;H;3,48;3,15;2,38;3,32;3,02;2,26
2015;2015-08-15;Athletico-PR;Santos;0;0;D;2,45;3,32;3,16;2,35;3,18;2,99
2015;2015-08-15;Vasco;Coritiba;0;1;A;2,27;3,31;3,56;2,18;3,15;3,37
2015;2015-08-16;Sao Paulo;Goias;0;3;A;1,66;3,75;6,4;1,6;3,64;5,75
2015;2015-08-16;Palmeiras;Flamengo RJ;4;2;H;2,04;3,44;4,09;1,96;3,3;3,8
2015;2015-08-16;Avai;Corinthians;1;2;A;3,31;3,23;2,42;3,1;3,09;2,34
2015;2015-08-16;Cruzeiro;Internacional;0;0;D;1,69;3,72;6,11;1,73;3,42;4,96
2015;2015-08-16;Fluminense;Figueirense;2;1;H;1,7;3,77;5,81;1,66;3,53;5,36
2015;2015-08-16;Sport Recife;Ponte Preta;1;1;D;1,85;3,72;4,64;1,81;3,46;4,32
2015;2015-08-16;Chapecoense-SC;Atletico-MG;2;1;H;3,31;3,37;2,35;3,16;3,18;2,26
2015;2015-08-16;Gremio;Joinville;2;1;H;1,43;4,52;9,43;1,39;4,28;8,39
2015;2015-08-22;Goias;Vasco;3;0;H;1,65;3,78;6,43;1,66;3,56;5,28
2015;2015-08-22;Santos;Avai;5;2;H;1,42;4,77;8,92;1,4;4,38;7,95
2015;2015-08-23;Figueirense;Sport Recife;2;1;H;2,3;3,37;3,42;2,13;3,22;3,41
2015;2015-08-23;Coritiba;Chapecoense-SC;1;0;H;2,04;3,32;4,27;1,92;3,21;4,19
2015;2015-08-23;Ponte Preta;Gremio;0;0;D;2,7;3,23;2,9;2,52;3,09;2,84
2015;2015-08-23;Corinthians;Cruzeiro;3;0;H;2,08;3,3;4,14;1,98;3,22;3,91
2015;2015-08-23;Flamengo RJ;Sao Paulo;2;1;H;1,96;3,6;4,23;1,95;3,34;3,85
2015;2015-08-23;Internacional;Athletico-PR;2;0;H;1,94;3,44;4,45;1,88;3,3;4,22
2015;2015-08-23;Joinville;Fluminense;2;1;H;2,62;3,19;2,99;2,55;3,06;2,82
2015;2015-08-23;Atletico-MG;Palmeiras;2;1;H;1,6;4,11;6,33;1,61;3,78;5,39
2015;2015-08-29;Vasco;Figueirense;0;1;A;2,08;3,24;4,24;2,04;3,15;3,8
2015;2015-08-30;Sao Paulo;Ponte Preta;3;0;H;1,78;3,68;5,26;1,75;3,47;4,74
2015;2015-08-30;Avai;Internacional;3;0;H;3,07;3,19;2,59;2,84;3,13;2,49
2015;2015-08-30;Gremio;Coritiba;0;0;D;1,56;4,07;7,27;1,52;3,8;6,72
2015;2015-08-30;Chapecoense-SC;Corinthians;1;3;A;2,58;3,03;3,25;2,5;2,95;2,99
2015;2015-08-30;Fluminense;Atletico-MG;1;2;A;2,89;3,34;2,62;2,73;3,23;2,51
2015;2015-08-30;Palmeiras;Joinville;3;2;H;1,44;4,45;9,34;1,42;4,16;7,67
2015;2015-08-30;Sport Recife;Flamengo RJ;0;1;A;2,21;3,45;3,55;2,16;3,3;3,26
2015;2015-08-30;Athletico-PR;Goias;3;0;H;2,04;3,29;4,33;1,97;3,23;3,92
2015;2015-08-30;Cruzeiro;Santos;0;1;A;2,16;3,29;3,87;2,05;3,24;3,64
2015;2015-09-02;Internacional;Vasco;6;0;H;1,56;4,12;7,03;1,51;3,84;6,64
2015;2015-09-02;Joinville;Sao Paulo;0;0;D;3,05;3,25;2,57;2,85;3,18;2,44
2015;2015-09-02;Ponte Preta;Cruzeiro;1;2;A;2,4;3,28;3,3;2,3;3,11;3,13
2015;2015-09-03;Atletico-MG;Athletico-PR;0;1;A;1,39;5,02;9,53;1,4;4,41;7,72
2015;2015-09-03;Flamengo RJ;Avai;3;0;H;1,6;4,07;6,58;1,59;3,72;5,79
2015;2015-09-03;Corinthians;Fluminense;2;0;H;1,82;3,53;5,2;1,76;3,36;4,8
2015;2015-09-03;Coritiba;Sport Recife;0;0;D;1,96;3,49;4,36;1,96;3,28;3,85
2015;2015-09-03;Goias;Palmeiras;1;0;H;2,39;3,25;3,35;2,33;3,11;3,09
2015;2015-09-03;Santos;Chapecoense-SC;3;1;H;1,51;4,29;7,84;1,48;3,96;6,98
2015;2015-09-04;Figueirense;Gremio;0;2;A;2,58;3,16;3,11;2,54;2,99;2,91
2015;2015-09-05;Sao Paulo;Internacional;2;0;H;2,28;3,48;3,35;2,2;3,26;3,24
2015;2015-09-05;Vasco;Atletico-MG;1;2;A;5,17;3,95;1,73;4,76;3,65;1,7
2015;2015-09-06;Athletico-PR;Joinville;0;0;D;1,6;3,95;6,92;1,53;3,77;6,53
2015;2015-09-06;Chapecoense-SC;Ponte Preta;0;0;D;2,04;3,24;4,41;1,96;3,22;4,01
2015;2015-09-06;Cruzeiro;Figueirense;5;1;H;1,55;4,02;7,69;1,51;3,82;6,89
2015;2015-09-06;Avai;Coritiba;0;2;A;2,19;3,29;3,78;2,13;3,15;3,52
2015;2015-09-06;Fluminense;Flamengo RJ;1;3;A;3,59;3,3;2,25;3,27;3,15;2,22
2015;2015-09-06;Gremio;Goias;2;1;H;1,8;3,49;5,46;1,74;3,36;5,06
2015;2015-09-06;Palmeiras;Corinthians;3;3;D;2,24;3,33;3,59;2,16;3,2;3,36
2015;2015-09-06;Sport Recife;Santos;1;1;D;2,24;3,48;3,43;2,18;3,28;3,24
2015;2015-09-09;Atletico-MG;Avai;2;0;H;1,24;6,57;14,5;1,26;5,58;10,76
2015;2015-09-09;Internacional;Palmeiras;1;0;H;1,8;3,7;5,01;1,79;3,48;4,48
2015;2015-09-09;Ponte Preta;Vasco;0;1;A;1,69;3,69;6,15;1,71;3,48;5,02
2015;2015-09-10;Figueirense;Athletico-PR;1;1;D;2,61;3,24;3;2,51;3,06;2,89
2015;2015-09-10;Corinthians;Gremio;1;1;D;1,94;3,34;4,76;1,89;3,24;4,28
2015;2015-09-10;Coritiba;Fluminense;1;1;D;2,22;3,27;3,71;2,18;3,12;3,42
2015;2015-09-10;Santos;Sao Paulo;3;0;H;2,14;3,46;3,72;2,11;3,23;3,48
2015;2015-09-10;Goias;Sport Recife;1;0;H;1,91;3,42;4,79;1,89;3,25;4,23
2015;2015-09-11;Flamengo RJ;Cruzeiro;2;0;H;2,04;3,34;4,25;2;3,21;3,84
2015;2015-09-11;Joinville;Chapecoense-SC;0;0;D;2,43;3,11;3,45;2,35;3;3,19
2015;2015-09-12;Coritiba;Internacional;0;1;A;2,48;3,25;3,18;2,35;3,08;3,11
2015;2015-09-13;Palmeiras;Figueirense;2;0;H;1,48;4,52;7,85;1,45;4,23;6,96
2015;2015-09-13;Corinthians;Joinville;3;0;H;1,38;4,65;11,5;1,36;4,37;9,66
2015;2015-09-13;Ponte Preta;Santos;3;1;H;3,05;3,29;2,54;2,98;3,16;2,38
2015;2015-09-13;Chapecoense-SC;Flamengo RJ;1;3;A;2,64;3,04;3,16;2,66;2,93;2,83
2015;2015-09-13;Cruzeiro;Atletico-MG;1;1;D;2,68;3,27;2,89;2,59;3,12;2,73
2015;2015-09-13;Gremio;Sao Paulo;1;2;A;1,97;3,51;4,28;1,88;3,37;4,1
2015;2015-09-13;Vasco;Athletico-PR;2;0;H;2,33;3,25;3,47;2,3;3,11;3,16
2015;2015-09-13;Avai;Goias;2;1;H;2,2;3,23;3,84;2,16;3,09;3,5
2015;2015-09-13;Sport Recife;Fluminense;1;0;H;2,12;3,39;3,88;2,08;3,3;3,46
2015;2015-09-16;Fluminense;Palmeiras;1;4;A;2,34;3,35;3,34;2,26;3,18;3,16
2015;2015-09-16;Goias;Ponte Preta;1;2;A;1,86;3,6;4,73;1,8;3,44;4,46
2015;2015-09-16;Joinville;Sport Recife;1;1;D;2,79;3,11;2,92;2,59;3,01;2,81
2015;2015-09-17;Athletico-PR;Gremio;1;2;A;2,8;3,22;2,8;2,61;3,08;2,73
2015;2015-09-17;Figueirense;Avai;0;1;A;2,18;3,26;3,84;2,12;3,13;3,55
2015;2015-09-17;Cruzeiro;Vasco;2;2;D;1,41;4,77;9,34;1,39;4,39;8,12
2015;2015-09-17;Internacional;Corinthians;2;1;H;2,4;3,23;3,33;2,29;3,08;3,2
2015;2015-09-17;Santos;Atletico-MG;4;0;H;2,14;3,6;3,56;2,13;3,39;3,25
2015;2015-09-17;Sao Paulo;Chapecoense-SC;0;0;D;1,48;4,39;8,28;1,45;4,05;7,53
2015;2015-09-18;Flamengo RJ;Coritiba;0;2;A;1,63;3,82;6,6;1,56;3,69;6,09
2015;2015-09-19;Internacional;Figueirense;1;1;D;1,79;3,6;5,28;1,67;3,51;5,38
2015;2015-09-19;Palmeiras;Gremio;3;2;H;1,96;3,53;4,31;1,94;3,31;3,93
2015;2015-09-20;Ponte Preta;Fluminense;3;1;H;2,54;3,31;3,04;2,43;3,13;2,91
2015;2015-09-20;Corinthians;Santos;2;0;H;2,25;3,31;3,59;2,16;3,23;3,32
2015;2015-09-20;Goias;Joinville;3;0;H;1,64;3,84;6,49;1,58;3,66;6,01
2015;2015-09-20;Atletico-MG;Flamengo RJ;4;1;H;1,73;3,97;5,15;1,7;3,63;4,72
2015;2015-09-20;Avai;Sao Paulo;2;1;H;2,57;3,25;3,06;2,52;3,13;2,8
2015;2015-09-20;Vasco;Sport Recife;2;1;H;2,17;3,39;3,72;2,12;3,2;3,44
2015;2015-09-20;Chapecoense-SC;Cruzeiro;0;2;A;2,86;3,07;2,87;2,65;2,95;2,8
2015;2015-09-20;Coritiba;Athletico-PR;2;0;H;2,77;3,12;2,92;2,6;2,98;2,82
2015;2015-09-26;Fluminense;Goias;2;0;H;1,92;3,49;4,62;1,87;3,34;4,17
2015;2015-09-27;Gremio;Avai;3;1;H;1,49;4,24;8,38;1,47;3,99;7,19
2015;2015-09-27;Athletico-PR;Ponte Preta;1;2;A;1,93;3,48;4,57;1,91;3,31;4,06
2015;2015-09-27;Santos;Internacional;3;1;H;1,75;3,67;5,5;1,72;3,51;4,83
2015;2015-09-27;Figueirense;Corinthians;1;3;A;3,34;3,24;2,4;3,12;3,13;2,31
2015;2015-09-27;Flamengo RJ;Vasco;1;2;A;1,79;3,74;5,01;1,73;3,51;4,84
2015;2015-09-27;Joinville;Atletico-MG;2;2;D;4,95;3,69;1,81;4,38;3,47;1,8
2015;2015-09-27;Sao Paulo;Palmeiras;1;1;D;2,12;3,6;3,64;2,13;3,31;3,32
2015;2015-09-27;Cruzeiro;Coritiba;2;0;H;1,5;4,31;8,06;1,46;3,99;7,47
2015;2015-09-27;Sport Recife;Chapecoense-SC;3;0;H;1,83;3,47;5,27;1,8;3,31;4,68
2015;2015-10-03;Coritiba;Atletico-MG;0;3;A;3,19;3,41;2,39;3,06;3,27;2,26
2015;2015-10-03;Internacional;Sport Recife;2;1;H;1,73;3,88;5,3;1,68;3,6;5
2015;2015-10-04;Sao Paulo;Athletico-PR;1;0;H;1,8;3,62;5,14;1,75;3,46;4,73
2015;2015-10-04;Avai;Vasco;1;1;D;1,96;3,41;4,5;2,02;3,25;3,71
2015;2015-10-04;Flamengo RJ;Joinville;2;0;H;1,43;4,63;9,03;1,4;4,28;8,09
2015;2015-10-04;Cruzeiro;Gremio;0;0;D;2,19;3,29;3,78;2,06;3,19;3,67
2015;2015-10-04;Goias;Figueirense;2;3;A;1,62;3,78;7,03;1,63;3,53;5,7
2015;2015-10-04;Ponte Preta;Corinthians;2;2;D;3,39;3,18;2,41;3,06;3,11;2,35
2015;2015-10-04;Santos;Fluminense;3;1;H;1,53;4,23;7,47;1,51;3,92;6,42
2015;2015-10-04;Chapecoense-SC;Palmeiras;5;1;H;2,84;3,15;2,82;2,73;3,04;2,64
2015;2015-10-14;Atletico-MG;Internacional;2;1;H;1,46;4,87;7,47;1,46;4,29;6,61
2015;2015-10-14;Sport Recife;Avai;3;0;H;1,81;3,67;4,99;1,77;3,49;4,56
2015;2015-10-15;Figueirense;Flamengo RJ;3;0;H;3,04;3,32;2,52;2,93;3,13;2,44
2015;2015-10-15;Joinville;Coritiba;3;1;H;2,69;3,09;3,04;2,55;3,01;2,87
2015;2015-10-15;Palmeiras;Ponte Preta;0;1;A;1,61;4,22;6,02;1,58;3,93;5,51
2015;2015-10-15;Athletico-PR;Cruzeiro;2;2;D;2,37;3,3;3,34;2,31;3,12;3,14
2015;2015-10-15;Fluminense;Sao Paulo;2;0;H;2,42;3,36;3,18;2,33;3,2;3,02
2015;2015-10-15;Corinthians;Goias;3;0;H;1,68;3,79;6;1,59;3,7;5,87
2015;2015-10-15;Vasco;Chapecoense-SC;1;1;D;2,22;3,29;3,69;2,12;3,16;3,52
2015;2015-10-16;Gremio;Santos;1;0;H;2,02;3,54;4,03;1,99;3,31;3,74
2015;2015-10-17;Avai;Palmeiras;1;3;A;2,63;3,35;2,88;2,54;3,15;2,76
2015;2015-10-18;Joinville;Figueirense;1;0;H;2,44;3,24;3,27;2,36;3,09;3,08
2015;2015-10-18;Cruzeiro;Fluminense;2;0;H;1,71;3,65;5,95;1,71;3,49;4,97
2015;2015-10-18;Ponte Preta;Coritiba;3;0;H;1,86;3,53;4,88;1,77;3,39;4,72
2015;2015-10-18;Athletico-PR;Corinthians;1;4;A;3,04;3,29;2,55;2,88;3,13;2,46
2015;2015-10-18;Flamengo RJ;Internacional;0;1;A;1,9;3,56;4,6;1,79;3,46;4,43
2015;2015-10-18;Sao Paulo;Vasco;2;2;D;1,51;4,29;7,81;1,49;3,97;6,8
2015;2015-10-18;Gremio;Chapecoense-SC;2;3;A;1,54;4,15;7,49;1,5;3,89;6,84
2015;2015-10-18;Santos;Goias;3;1;H;1,56;4,15;6,95;1,5;3,93;6,7
2015;2015-10-18;Sport Recife;Atletico-MG;4;1;H;3,22;3,48;2,34;3;3,28;2,3
2015;2015-10-24;Fluminense;Athletico-PR;0;1;A;2,02;3,38;4,26;1,95;3,28;3,94
2015;2015-10-24;Figueirense;Santos;0;0;D;2,81;3,37;2,69;2,76;3,19;2,51
2015;2015-10-24;Internacional;Joinville;1;0;H;1,48;4,56;7,75;1,44;4,15;7,42
2015;2015-10-25;Palmeiras;Sport Recife;0;2;A;1,74;3,88;5,24;1,74;3,6;4,56
2015;2015-10-25;Chapecoense-SC;Avai;0;0;D;2;3,31;4,45;1,88;3,3;4,21
2015;2015-10-25;Corinthians;Flamengo RJ;1;0;H;1,69;3,91;5,6;1,68;3,6;5,12
2015;2015-10-25;Coritiba;Sao Paulo;1;2;A;2,62;3,32;2,93;2,52;3,14;2,79
2015;2015-10-25;Vasco;Gremio;0;0;D;2,54;3,3;3,04;2,47;3,14;2,88
2015;2015-10-25;Goias;Cruzeiro;0;1;A;2,47;3,21;3,24;2,4;3,07;3,03
2015;2015-10-25;Atletico-MG;Ponte Preta;2;1;H;1,4;5,2;8,59;1,37;4,67;7,92
2015;2015-10-31;Sao Paulo;Sport Recife;3;0;H;1,48;4,44;8,01;1,46;4,12;7,15
2015;2015-10-31;Avai;Cruzeiro;1;1;D;2,88;3,1;2,81;2,76;3,06;2,61
2015;2015-10-31;Ponte Preta;Joinville;1;0;H;1,56;3,98;7,47;1,57;3,68;6,2
2015;2015-10-31;Coritiba;Figueirense;1;1;D;2,13;3,21;4,09;2,07;3,12;3,73
2015;2015-11-01;Atletico-MG;Corinthians;0;3;A;1,85;3,77;4,52;1,82;3,54;4,18
2015;2015-11-01;Chapecoense-SC;Athletico-PR;0;0;D;1,96;3,3;4,7;1,92;3,2;4,18
2015;2015-11-01;Gremio;Flamengo RJ;2;0;H;1,72;3,72;5,65;1,68;3,52;5,24
